replay_buffer/Size,replay_buffer/MeanObs,replay_buffer/StdObs,replay_buffer/MeanGoal,replay_buffer/StdGoal,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/QF1 Grad Norm,trainer/QF2 Grad Norm,trainer/Policy Grad Norm,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/SuccessRate,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/SuccessRate,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/batch sampling (s),time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
12000,0.022951487,0.9561169,0.0009065297,0.81295013,32.465996,32.70877,26.32041,2093.7705,2052.6155,5.0051017,-24.958462,17.162565,16.336634,-79.19778,-24.957037,17.662352,19.467451,-78.31295,-27.57122,17.24951,18.747433,-79.15771,3.7198987,2.9590282,13.013835,-4.906644,0.042348858,1.1236825,3.9826896,-3.7437687,-1.0868644,0.3693288,0.51944065,-2.2765336,0.07113437354564667,-6.026304244995117,12000,156,76.92307692307692,10.65877420042386,80,40,[0.],-5.385268294984102,0.9612901222857582,-0.49798614382743833,-6.173907995223999,-414.2514073064694,73.30463270518209,-174.9100030183792,-480.25364422798157,-0.01897823,0.66243327,0.99949616,-0.99951434,13,-414.2514073064694,10560,132,80.0,0.0,80,80,[0.],-4.732420203921695,1.5987164851284932,-0.20677096247673035,-6.060577392578125,-378.5936163137356,111.10778933074982,-31.95971471071253,-476.3801035404205,0.05917788,0.5451773,0.99153244,-0.98559296,12,-378.5936163137356,5.108387171290815,0.03860998060554266,2.3175684018060565,2.4235763186588883,0.1575243305414915,0.03534287493675947,249.8590873433277,259.94009642116725,2816.820650282316,10
13000,0.020361505,0.95659065,0.0008118028,0.8144789,64.23108,57.485695,26.675373,1565.8704,876.7986,4.278969,-25.34877,18.171318,12.509536,-75.72794,-22.52658,18.53614,15.036546,-75.49982,-23.61649,20.090841,19.246737,-73.33836,5.0793295,3.0270808,18.34087,-2.0615826,-0.14029759,1.1159416,3.8401458,-3.749031,-1.2621238,0.3545458,0.20267817,-2.4713082,0.06000031530857086,-2.5900866985321045,13000,169,76.92307692307692,10.65877420042386,80,40,[0.],-5.010320459902286,1.3078348264363673,-0.5359430372714996,-6.072804689407349,-385.4092661463297,86.4859015372244,-193.6125564813614,-456.9338485956192,-0.0078124623,0.59618104,0.99965274,-0.9999353,13,-385.4092661463297,11520,144,80.0,0.0,80,80,[0.],-5.288849329613149,1.0064341947052886,-0.37191534638404844,-6.246323347091675,-423.1079463690519,53.26200069012497,-257.6687527418137,-469.10063433647156,-0.12256119,0.6159282,0.98960894,-0.9983798,12,-423.1079463690519,5.138180667534471,0.03891803044825792,2.294457075186074,2.4330567503347993,0.18673117086291313,0.03459032438695431,250.3880868293345,260.51402084808797,3077.340540204197,11
14000,0.027164225,0.9589062,-0.0030526086,0.8135807,29.56297,25.930285,27.337906,1363.2422,523.04266,5.0804744,-23.326447,18.243828,19.349909,-95.57085,-25.345196,18.100431,14.610821,-98.68586,-25.226543,18.652813,19.833864,-98.77572,5.0481205,3.4475987,20.92274,-1.7154572,-0.03845807,1.2297302,3.9306655,-5.015425,-1.197503,0.41633892,0.41263047,-2.485465,0.05283283814787865,-2.799038887023926,14000,182,76.92307692307692,10.65877420042386,80,40,[0.],-4.994351162871719,1.252727692968869,-0.49007022976875303,-6.200077533721924,-384.18085868243986,88.97414190447124,-121.44254305958748,-461.5794481039047,-0.018812696,0.5822836,0.9999743,-0.9999859,13,-384.18085868243986,12480,156,80.0,0.0,80,80,[0.],-4.914409447819925,1.7084568596226124,-0.17958448678255082,-6.011184930801392,-393.1527558255941,124.00959551148303,-35.089026622474286,-469.3580544948578,0.058453646,0.61913335,0.9966102,-0.9874492,12,-393.1527558255941,5.1466045854613185,0.039284903556108475,2.2947784857824445,2.428533195517957,0.1911315629258752,0.0354233356192708,250.57079464569688,260.70655071455985,3338.054453124292,12
15000,0.020827577,0.9590397,-0.013284025,0.8187005,46.10617,41.882713,27.881811,1570.6595,1884.3191,5.914154,-21.311352,19.344706,17.950792,-95.472885,-25.648016,18.545431,14.494684,-101.938484,-23.381424,20.07718,19.308321,-99.81171,5.7962127,3.5283096,21.57694,-6.3781557,0.0994707,1.2375398,3.9714537,-3.788211,-1.2481464,0.40584803,-0.005065888,-2.3475518,0.050241850316524506,-0.6095020174980164,15000,195,76.92307692307692,10.65877420042386,80,40,[0.],-5.031084246236086,1.4945184336907527,-0.4156194984912872,-6.155957460403442,-387.00648047969895,109.9276699604779,-75.10353723168375,-472.0413694381714,0.062601544,0.6373581,0.9988904,-0.9998715,13,-387.00648047969895,13440,168,80.0,0.0,80,80,[0.],-4.8295120006271945,1.6224807597247388,-0.2127939373254776,-5.9028080701828,-386.3609600501756,114.21452313173516,-31.00283442437658,-461.52106392383575,0.08892073,0.5729274,0.99799746,-0.9806745,12,-386.3609600501756,5.153360140509903,0.03892282582819462,2.3056325735524297,2.4723543617874384,0.20072654355317354,0.02891614567488432,249.94317624066025,260.1430888315663,3598.2066673114896,13
16000,0.02221593,0.95797575,-0.0030963605,0.8098996,30.261448,32.228683,27.324827,500.6904,1391.8303,6.0972786,-24.745487,19.966085,16.271412,-90.12506,-22.622726,20.226074,21.233143,-87.14486,-24.20239,21.170057,19.272858,-92.1908,6.461171,3.6235535,18.315376,-3.1945865,0.0028485637,1.2901605,3.698592,-4.6556125,-1.2897061,0.40490553,0.25849408,-2.4839926,0.04864799231290817,1.3942592144012451,16000,208,76.92307692307692,10.65877420042386,80,40,[0.],-4.12934033139944,2.0210016317106807,-0.29961553812026975,-6.0376198291778564,-317.6415639538031,137.79505476367532,-67.44888994097715,-453.44079208374023,0.07019727,0.5337319,0.9958312,-0.99997705,13,-317.6415639538031,14400,180,80.0,0.0,80,80,[0.],-4.610323202045013,1.836907182794112,-0.2103133335709572,-6.164631605148315,-368.82585616360103,131.95180218344413,-33.605206459760765,-486.08709263801575,-0.009301351,0.5810844,0.9986852,-0.9989414,12,-368.82585616360103,5.154543302953243,0.03878214489668608,2.4152191802859306,2.5384456403553486,0.24068278726190329,0.03460623696446419,249.94369211047888,260.36597140319645,3858.5824433173984,14
17000,0.022286799,0.9587661,-0.005565341,0.8081532,25.075378,30.373781,28.79094,1191.5316,1734.0564,5.056609,-24.410236,21.080418,18.92298,-84.353676,-25.499691,20.857306,16.46941,-85.97354,-22.633278,21.51607,19.102537,-84.730034,6.259798,3.9224203,21.38834,-3.0051174,-0.16014966,1.314188,4.0706973,-5.77314,-1.268839,0.42383525,0.32063296,-2.6068716,0.04767538979649544,0.7906776070594788,17000,221,76.92307692307692,10.65877420042386,80,40,[0.],-4.978898172563315,1.4001330458413137,-0.3777581214904785,-6.292623043060303,-382.9921671202549,86.32681558822458,-199.71542785763725,-492.5093331336975,-0.03528697,0.59903157,0.99625015,-0.9999275,13,-382.9921671202549,15360,192,80.0,0.0,80,80,[0.],-5.0768247382839515,0.855811377394186,-1.0164895415306092,-5.806515693664551,-406.14597906271615,27.33487714332371,-354.8581050276756,-452.6933948278427,-0.06637804,0.5263029,0.9885371,-0.9971757,12,-406.14597906271615,5.123215766623616,0.03819584008306265,2.3064982620999217,2.4558933787047863,0.2256177943199873,0.03486454579979181,250.95916828792542,261.1434538755566,4119.736421233974,15
18000,0.018179193,0.957544,-0.005285212,0.8112394,39.844643,20.46936,23.617088,2347.139,286.96997,4.7530446,-18.026913,20.347784,19.421011,-104.404274,-21.623491,20.880177,19.665243,-111.004585,-21.371742,21.53742,19.246737,-109.42228,6.2461348,3.62226,22.227648,-4.994459,0.01767979,1.2669432,3.8391485,-3.55642,-1.2890768,0.3846857,-0.17471293,-2.4172907,0.04913780093193054,0.7416900396347046,18000,234,76.92307692307692,10.65877420042386,80,40,[0.],-4.8232857769906525,1.3676422566576956,-0.4322259783744812,-6.284400939941406,-371.0219828454347,85.64617727042526,-182.74540104866026,-466.0707471370697,-0.08255311,0.5469194,0.99933267,-0.9999026,13,-371.0219828454347,16320,204,80.0,0.0,80,80,[0.],-5.2276716476678855,0.7561984216029954,-0.8953248620033264,-6.193781614303589,-418.21373181343074,32.95110894478969,-350.3217323064804,-485.03729462623596,-0.04802871,0.56978595,0.98962754,-0.99291074,12,-418.21373181343074,5.15544458758086,0.03875460382550955,2.274349116720259,2.429835306480527,0.2587548829615116,0.03498259000480175,250.00061788782477,260.19273897539824,4379.936672615819,16
19000,0.017696928,0.9574466,-0.0060946774,0.8101195,24.975716,24.633501,26.866268,782.41046,1168.1216,4.6807795,-22.247313,22.937262,21.27662,-103.22318,-25.089266,22.186192,16.455996,-110.032295,-23.07165,22.948559,19.258234,-110.81329,5.7824955,3.7073574,18.406538,-4.8443713,0.029417709,1.2750494,3.234412,-4.1713786,-1.2514193,0.41246986,0.047441095,-2.4356575,0.05121394991874695,-0.6463704109191895,19000,247,76.92307692307692,10.65877420042386,80,40,[0.],-5.1664463272094725,1.1329196273249282,-0.4483178317546844,-6.147258996963501,-397.4189482468825,106.914807667151,-36.63012814521793,-471.2902807950974,-0.013924192,0.6009035,0.9877955,-0.9996713,13,-397.4189482468825,17280,216,80.0,0.0,80,80,[0.],-5.128544331602753,1.176338347154305,-0.49905175566673277,-6.004980087280273,-410.28354652822014,65.13967472405233,-243.15153703689577,-469.36179263591765,0.045785453,0.60563654,0.9943186,-0.9982464,12,-410.28354652822014,5.1540492586791515,0.038789826445281506,2.319819330237806,2.4286300288513303,0.263098631054163,0.03495337162166834,250.21121528372169,260.4505557306111,4640.393176320009,17
20000,0.020172121,0.95707667,0.003665212,0.82024115,21.997541,17.45737,28.316097,1455.0294,1157.7167,5.170673,-22.278597,22.291737,16.737972,-114.01407,-26.561222,21.826138,13.069756,-120.08467,-24.741802,22.42037,18.875696,-121.50408,6.406076,4.0998216,28.782188,-2.6067472,0.03157037,1.3527349,4.5644674,-3.523078,-1.2472519,0.45544672,0.3273553,-2.4371772,0.05000772327184677,1.216495156288147,20000,260,76.92307692307692,10.65877420042386,80,40,[0.],-4.915659711989759,1.3499466182968411,-0.3998411953449249,-6.319098711013794,-378.1276701530585,82.62611424803431,-164.10983526706696,-476.6364508867264,-0.049665447,0.5736269,0.9993432,-0.9968686,13,-378.1276701530585,18240,228,80.0,0.0,80,80,[0.],-4.899333059434624,1.5022540929038806,-0.15994435772299767,-5.972248911857605,-391.9466447547699,108.09130350746436,-44.947982210666034,-470.5922782421112,0.043412,0.57518023,0.9986534,-0.9921158,12,-391.9466447547699,5.124593116343021,0.03861578367650509,2.2987723974511027,2.4213390545919538,0.25768430437892675,0.03359917923808098,250.54340703599155,260.71801087167114,4901.120851297863,18
21000,0.022707496,0.9566741,0.010553333,0.8199725,27.091932,24.590801,24.74598,475.50873,453.595,4.1685348,-21.779888,20.43556,18.329523,-87.06565,-21.643291,20.28357,16.812576,-85.73581,-22.123856,20.783539,18.773,-86.3653,6.592475,4.063081,20.517761,-3.8773,-0.033389438,1.3976716,3.6450915,-3.6751463,-1.1762804,0.38537648,0.1789194,-2.6250722,0.05456826835870743,1.7231743335723877,21000,273,76.92307692307692,10.65877420042386,80,40,[0.],-5.148080691945553,1.3230300949930112,-0.8011327147483825,-6.20747971534729,-396.0062070727348,77.97336288811861,-226.03755960464477,-477.1555595159531,0.09540312,0.6431082,0.9967804,-0.9967627,13,-396.0062070727348,19200,240,80.0,0.0,80,80,[0.],-5.491308227789899,0.8681940411887842,-0.8888973355293274,-6.308921575546265,-439.3046582231919,36.379086348508686,-386.221306180954,-504.6877908706665,-0.0170681,0.68527186,0.9997354,-0.9988115,12,-439.3046582231919,5.144006070680916,0.038997260853648186,2.3189958734437823,2.473123368807137,0.2759470399469137,0.034439051523804665,250.3161248182878,260.601633483544,5161.730356630869,19
22000,0.023332,0.9561324,0.01658973,0.81650114,13.957506,15.372956,25.234184,565.2667,1004.85,4.572965,-23.756596,21.621695,17.058567,-96.06421,-21.466156,22.20079,18.321636,-91.32609,-23.045902,22.117727,19.411581,-94.207924,5.8092985,3.4753964,19.045166,-5.8694906,-0.07043897,1.2823735,3.354347,-4.4724045,-1.2289675,0.37921262,-0.22749367,-2.4428523,0.05582938715815544,-0.5502694845199585,22000,286,76.92307692307692,10.65877420042386,80,40,[0.],-4.636052715371548,1.7072433861045013,-0.15753155797719956,-6.078551769256592,-356.6194396439653,114.05576250043403,-113.79401518702485,-464.9670604467392,0.07591016,0.565007,0.99752265,-0.99704367,13,-356.6194396439653,20160,252,80.0,0.0,80,80,[0.],-4.719305777557505,1.556067199517743,-0.20126587003469468,-5.6625412702560425,-377.5444622046004,108.03452227368913,-29.872948832810017,-441.02190766334536,-0.09092365,0.5153576,0.9900146,-0.99491245,12,-377.5444622046004,5.107413570396602,0.03878691326826811,2.2994813062250614,2.455422315746546,0.28699108585715294,0.034140367060899734,249.89267786499113,260.11491342354566,5421.850839998573,20
